# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
858.150      0.9904      1.0182
858.250      0.9519      0.9926
858.350      0.9728      1.0227
858.450      0.9162      1.0227
858.550      0.9589      1.0227
858.650      0.9622      1.0227
858.750      0.9565      1.0227
858.850      1.0111      1.0227
858.950      1.0097      1.0227
859.050      0.9920      1.0228
859.150      1.0248      1.0228
859.250      1.0148      1.0229
859.350      1.0175      1.0229
859.450      1.0196      1.0230
859.550      1.0289      1.0230
859.650      1.0218      1.0231
859.750      1.0062      1.0232
859.850      1.0123      1.0232
859.950      1.0159      1.0233
860.050      0.9824      1.0233
860.150      0.9860      1.0234
860.250      0.9808      1.0235
860.350      0.9626      1.0235
860.450      0.9370      1.0236
860.550      0.8933      1.0236
860.650      0.8685      1.0237
860.750      0.8937      1.0237
860.850      0.8871      1.0238
860.950      0.8733      1.0238
861.050      0.9201      1.0238
861.150      0.9102      1.0239
861.250      0.9406      1.0239
861.350      1.0173      1.0239
861.450      1.0275      1.0239
861.550      0.9736      1.0239
861.650      0.9633      1.0239
861.750      1.0086      1.0239
861.850      0.9924      1.0239
861.950      1.0237      1.0239
862.050      1.0107      1.0239
862.150      1.0139      1.0238
862.250      1.0189      1.0238
862.350      1.0177      1.0237
862.450      0.9362      1.0236
862.550      0.8753      1.0236
862.650      0.9248      1.0235
862.750      0.9501      1.0234
862.850      0.9180      1.0233
862.950      0.9575      1.0232
863.050      0.9760      1.0231
863.150      0.9250      1.0230
863.250      0.9383      1.0229
863.350      0.9834      1.0227
863.450      0.8865      1.0226
863.550      0.8739      1.0225
863.650      0.9180      1.0224
863.750      0.8760      1.0222
863.850      0.8802      1.0221
863.950      0.7964      1.0219
864.050      0.8291      1.0218
864.150      0.8632      1.0216
864.250      0.9810      1.0215
864.350      0.9778      1.0213
864.450      1.0147      1.0212
864.550      0.9928      1.0210
864.650      0.9507      1.0209
864.750      0.9551      1.0207
864.850      0.9353      1.0206
864.950      0.9557      1.0205
865.050      0.8988      1.0203
865.150      0.9222      1.0202
865.250      0.9424      1.0200
865.350      0.9481      1.0199
865.450      0.9889      1.0198
865.550      0.9978      1.0196
865.650      1.0123      1.0195
865.750      1.0210      1.0194
865.850      1.0044      1.0193
865.950      1.0046      1.0192
866.050      0.9306      1.0191
866.150      0.9274      1.0190
866.250      0.9356      1.0189
866.350      0.9769      1.0188
866.450      0.9646      1.0188
866.550      0.9107      1.0187
866.650      0.9050      1.0186
866.750      0.9500      1.0186
866.850      0.9350      0.9412
866.950      1.0170      1.0208
867.050      1.0107      1.0207
867.150      1.0139      1.0206
867.250      1.0263      1.0206
867.350      1.0137      1.0205
867.450      1.0009      1.0205
867.550      0.9929      1.0205
867.650      0.9657      1.0205
867.750      0.9579      1.0205
867.850      0.9776      1.0205
867.950      0.9515      1.0205
868.050      0.9225      1.0205
868.150      0.9589      1.0206
868.250      0.9574      1.0206
868.350      0.9271      1.0206
868.450      0.9461      1.0206
868.550      0.9154      1.0207
868.650      0.9316      1.0207
868.750      0.9291      1.0208
868.850      0.9424      1.0208
868.950      0.9847      1.0209
869.050      0.9632      1.0209
869.150      0.9321      1.0210
869.250      0.9615      1.0211
869.350      0.9826      1.0211
869.450      0.9163      1.0212
869.550      0.9316      1.0213
869.650      0.9441      1.0213
869.750      0.9458      1.0214
869.850      0.9812      1.0215
869.950      1.0058      1.0216
870.050      1.0067      1.0216
870.150      1.0260      1.0217
870.250      0.9567      1.0218
870.350      0.9993      1.0219
870.450      0.9840      1.0220
870.550      1.0272      1.0221
870.650      1.0031      1.0221
870.750      1.0007      1.0222
870.850      1.0166      1.0223
870.950      1.0054      1.0224
871.050      1.0247      1.0225
871.150      0.9858      0.9674
871.250      0.9362      1.0151
871.350      0.9776      1.0152
871.450      1.0155      1.0155
871.550      1.0163      1.0156
871.650      0.9679      1.0157
871.750      0.9384      1.0157
871.850      0.9524      1.0158
871.950      0.9837      1.0158
872.050      1.0001      1.0159
872.150      1.0198      1.0159
872.250      1.0026      1.0160
872.350      1.0030      1.0160
872.450      0.9565      1.0160
872.550      0.9426      1.0161
872.650      0.9577      1.0161
872.750      0.9909      1.0161
872.850      0.9551      1.0161
872.950      0.9592      1.0162
873.050      0.9462      1.0162
873.150      1.0132      1.0162
873.250      0.9920      1.0162
873.350      0.9900      1.0162
873.450      0.9656      1.0162
873.550      1.0246      1.0162
873.650      1.0046      1.0162
873.750      0.9900      1.0162
873.850      1.0028      1.0161
873.950      1.0488      1.0106
874.050      0.9973      1.0106
874.150      0.9768      1.0161
874.250      0.9220      1.0161
874.350      0.8859      1.0160
874.450      0.9153      1.0160
874.550      1.0022      1.0160
874.650      0.9850      1.0159
874.750      1.0331      1.0159
874.850      1.0086      1.0159
874.950      0.9977      1.0155
875.050      1.0061      1.0154
875.150      1.0047      1.0154
875.250      1.0127      1.0153
875.350      0.9816      1.0152
875.450      0.9040      1.0152
875.550      0.9103      1.0151
875.650      0.9657      1.0150
875.750      1.0030      1.0149
875.850      1.0163      1.0148
875.950      0.9949      1.0156
876.050      0.9710      1.0155
876.150      0.9011      1.0154
876.250      0.8861      1.0153
876.350      0.8737      1.0128
876.450      0.9614      1.0127
876.550      0.9960      1.0126
876.650      0.9379      1.0126
876.750      0.8353      1.0125
876.850      0.8480      1.0124
876.950      0.8390      1.0123
877.050      0.9287      1.0122
877.150      0.9789      1.0122
877.250      0.9756      1.0121
877.350      1.0090      1.0120
877.450      0.9888      1.0119
877.550      0.9812      1.0119
877.650      0.9555      1.0118
877.750      0.9461      1.0117
877.850      0.9784      1.0116
877.950      0.9669      1.0115
878.050      0.9429      1.0114
878.150      0.8779      1.0113
878.250      0.9143      1.0113
878.350      0.8579      1.0112
878.450      0.9125      1.0111
878.550      0.9422      1.0110
878.650      0.9760      1.0109
878.750      0.9971      1.0108
878.850      1.0332      1.0107
878.950      1.0316      1.0106
879.050      1.0240      1.0105
879.150      1.0081      1.0104
879.250      0.9557      1.0103
879.350      0.8993      1.0102
879.450      0.8498      1.0100
879.550      0.8467      1.0099
879.650      0.8191      1.0098
879.750      0.8470      1.0097
879.850      0.9136      1.0096
879.950      0.9637      1.0095
880.050      0.9912      1.0094
880.150      0.9663      1.0093
880.250      1.0001      1.0091
880.350      1.0049      1.0090
880.450      1.0196      1.0089
880.550      1.0013      1.0088
880.650      1.0160      1.0087
880.750      1.0007      1.0086
880.850      1.0026      1.0085
880.950      0.9676      1.0084
881.050      0.8772      1.0082
881.150      0.8797      1.0081
881.250      0.8771      1.0080
881.350      0.8954      1.0079
881.450      0.9395      1.0078
881.550      0.9043      1.0077
881.650      0.8528      1.0076
881.750      0.8285      1.0075
881.850      0.8643      1.0074
881.950      0.8941      1.0074
882.050      0.8779      1.0073
882.150      0.8482      1.0072
882.250      0.8525      1.0071
882.350      0.9494      1.0070
882.450      0.9851      1.0070
882.550      0.9900      1.0069
882.650      1.0024      1.0068
882.750      1.0172      1.0068
882.850      0.9829      1.0067
882.950      0.9478      1.0067
883.050      0.9327      1.0067
883.150      0.9533      1.0066
883.250      0.9834      1.0066
883.350      1.0080      1.0066
883.450      0.9987      1.0066
883.550      1.0035      1.0066
883.650      0.9773      1.0066
883.750      0.9863      1.0067
883.850      0.9758      1.0067
883.950      1.0056      1.0067
884.050      0.9998      1.0068
884.150      0.9901      1.0069
884.250      0.9214      1.0070
884.350      0.9241      1.0070
884.450      0.8578      1.0071
884.550      0.8622      1.0073
884.650      0.7919      1.0074
884.750      0.9222      1.0075
884.850      0.8760      1.0077
884.950      0.8955      1.0078
885.050      0.9619      1.0080
885.150      0.8292      1.0082
885.250      0.9625      1.0099
885.350      0.8760      1.0101
885.450      0.9958      1.0103
885.550      0.9496      1.0105
885.650      1.0283      1.0107
885.750      1.0134      1.0109
885.850      1.0162      1.0111
885.950      1.0075      1.0113
886.050      1.0038      1.0116
886.150      0.9932      1.0118
886.250      0.9447      1.0121
886.350      0.9361      1.0123
886.450      0.8879      1.0126
886.550      0.8661      1.0129
886.650      0.8570      1.0132
886.750      0.9681      1.0136
886.850      0.8984      1.0139
886.950      0.9624      1.0142
887.050      0.9508      1.0146
887.150      1.0006      1.0150
887.250      0.9980      1.0154
887.350      0.9895      1.0158
887.450      1.0022      1.0162
887.550      1.0087      1.0166
887.650      0.9974      1.0170
887.750      0.9689      1.0175
887.850      0.9117      1.0179
887.950      0.9456      1.0184
888.050      0.9610      1.0189
888.150      0.9941      1.0194
888.250      0.9905      1.0199
888.350      1.0045      1.0204
888.450      0.9986      1.0209
888.550      0.9967      1.0214
888.650      1.0118      1.0220
888.750      0.9742      1.0225
888.850      0.9505      1.0231
888.950      0.9434      1.0236
889.050      0.9231      1.0242
889.150      0.9278      1.0247
889.250      0.9531      1.0253
889.350      0.9694      1.0259
889.450      0.9483      1.0264
889.550      0.9520      1.0270
889.650      1.0196      1.0276
889.750      0.9558      1.0282
889.850      0.9927      1.0287
889.950      1.0260      1.0293
890.050      1.0146      1.0299
890.150      1.0205      1.0305
890.250      1.0432      1.0310
890.350      1.0217      1.0316
890.450      0.9667      1.0322
890.550      1.0068      1.0327
890.650      0.9480      1.0333
890.750      0.9862      1.0339
890.850      0.9514      1.0344
890.950      0.9573      1.0350
891.050      0.9849      1.0355
891.150      0.9971      1.0360
891.250      1.0326      1.0366
891.350      1.0520      1.0371
891.450      1.0460      1.0376
891.550      1.0352      1.0381
891.650      1.0442      1.0385
891.750      1.0121      1.0390
891.850      1.0209      1.0395
891.950      1.0391      1.0399
892.050      1.0027      1.0403
892.150      0.9989      1.0407
892.250      1.0342      1.0411
892.350      1.0452      1.0415
892.450      1.0314      1.0409
892.550      1.0423      1.0412
892.650      1.0332      1.0415
892.750      1.0171      1.0417
892.850      1.0035      1.0420
892.950      1.0252      1.0422
893.050      1.0173      1.0424
893.150      0.9996      1.0426
893.250      0.9502      1.0428
893.350      1.0007      1.0430
893.450      1.0340      1.0431
893.550      1.0110      1.0432
893.650      0.9032      1.0434
893.750      0.8938      1.0435
893.850      0.9541      1.0436
893.950      1.0209      1.0436
894.050      1.0299      1.0437
894.150      0.9984      1.0438
894.250      0.9960      1.0438
894.350      1.0134      1.0438
894.450      0.9862      1.0439
894.550      0.9304      1.0439
894.650      0.9764      1.0439
894.750      1.0439      1.0439
894.850      1.0352      1.0439
894.950      1.0172      1.0439
895.050      1.0175      1.0439
895.150      1.0047      1.0439
895.250      1.0412      1.0438
895.350      0.9992      1.0438
895.450      0.9817      1.0438
895.550      0.9687      1.0438
895.650      0.9637      1.0437
895.750      0.8938      1.0437
895.850      0.9206      1.0437
895.950      0.9553      1.0437
896.050      0.9459      1.0437
896.150      0.9512      1.0436
896.250      0.9473      1.0436
896.350      1.0047      1.0436
896.450      1.0512      1.0436
896.550      1.0130      1.0437
896.650      0.9992      1.0437
896.750      1.0176      1.0437
896.850      1.0290      1.0438
896.950      1.0090      1.0438
897.050      0.9884      1.0439
897.150      1.0055      1.0439
897.250      1.0005      1.0440
897.350      0.9827      1.0441
897.450      0.9618      1.0442
897.550      0.9615      1.0444
897.650      0.8964      1.0445
897.750      0.9144      1.0446
897.850      0.8720      1.0448
897.950      0.9092      1.0450
898.050      1.0128      1.0452
898.150      1.0643      1.0453
898.250      1.0594      1.0455
898.350      1.0326      1.0458
898.450      1.0569      1.0460
898.550      1.0417      1.0462
898.650      1.0304      1.0464
898.750      0.9993      1.0467
898.850      1.0208      1.0469
898.950      1.0400      1.0472
899.050      1.0294      1.0474
899.150      1.0577      1.0477
899.250      1.0165      1.0480
899.350      1.0323      1.0483
899.450      1.0376      1.0485
899.550      1.0013      1.0488
